iteration,poll_md_total,poll_coil_total,poll_error_total,downlink_written_total,downlink_skipped_total,downlink_error_total,downlink.PLC1.error_count,downlink.PLC1.ip,downlink.PLC1.skipped_count,downlink.PLC1.write.PLC2_T1.md_index,downlink.PLC1.write.PLC2_T1.source,downlink.PLC1.write.PLC2_T1.value,downlink.PLC1.written_count,downlink.PLC2.error_count,downlink.PLC2.ip,downlink.PLC2.skipped_count,downlink.PLC2.write.PLC3_T2.md_index,downlink.PLC2.write.PLC3_T2.source,downlink.PLC2.write.PLC3_T2.value,downlink.PLC2.write.PLC4_T3.md_index,downlink.PLC2.write.PLC4_T3.source,downlink.PLC2.write.PLC4_T3.value,downlink.PLC2.write.PLC4_T4.md_index,downlink.PLC2.write.PLC4_T4.source,downlink.PLC2.write.PLC4_T4.value,downlink.PLC2.written_count,downlink.PLC3.error_count,downlink.PLC3.ip,downlink.PLC3.skipped_count,downlink.PLC3.written_count,downlink.PLC4.error_count,downlink.PLC4.ip,downlink.PLC4.skipped_count,downlink.PLC4.write.PLC7_T5.md_index,downlink.PLC4.write.PLC7_T5.source,downlink.PLC4.write.PLC7_T5.value,downlink.PLC4.write.PLC9_T7.md_index,downlink.PLC4.write.PLC9_T7.source,downlink.PLC4.write.PLC9_T7.value,downlink.PLC4.written_count,downlink.PLC5.error_count,downlink.PLC5.ip,downlink.PLC5.skipped_count,downlink.PLC5.written_count,downlink.PLC7.error_count,downlink.PLC7.ip,downlink.PLC7.skipped_count,downlink.PLC7.written_count,downlink.PLC8.error_count,downlink.PLC8.ip,downlink.PLC8.skipped_count,downlink.PLC8.written_count,downlink.PLC9.error_count,downlink.PLC9.ip,downlink.PLC9.skipped_count,downlink.PLC9.written_count,poll.PLC1.coil_count,poll.PLC1.error_count,poll.PLC1.ip,poll.PLC1.md.PLC1_J269,poll.PLC1.md.PLC1_J280,poll.PLC1.md.PLC1_PU1F,poll.PLC1.md.PLC1_PU2F,poll.PLC1.md.PLC2_T1,poll.PLC1.md_count,poll.PLC2.coil_count,poll.PLC2.error_count,poll.PLC2.ip,poll.PLC2.md.PLC2_T1,poll.PLC2.md.PLC3_T2,poll.PLC2.md.PLC4_T3,poll.PLC2.md.PLC4_T4,poll.PLC2.md_count,poll.PLC3.coil_count,poll.PLC3.error_count,poll.PLC3.ip,poll.PLC3.md.PLC3_J14,poll.PLC3.md.PLC3_J256,poll.PLC3.md.PLC3_J289,poll.PLC3.md.PLC3_J300,poll.PLC3.md.PLC3_J415,poll.PLC3.md.PLC3_J422,poll.PLC3.md.PLC3_PU4F,poll.PLC3.md.PLC3_PU5F,poll.PLC3.md.PLC3_PU6F,poll.PLC3.md.PLC3_PU7F,poll.PLC3.md.PLC3_T2,poll.PLC3.md.PLC3_V2F,poll.PLC3.md_count,poll.PLC4.coil_count,poll.PLC4.error_count,poll.PLC4.ip,poll.PLC4.md.PLC4_T3,poll.PLC4.md.PLC4_T4,poll.PLC4.md.PLC7_T5,poll.PLC4.md.PLC9_T7,poll.PLC4.md_count,poll.PLC5.coil_count,poll.PLC5.error_count,poll.PLC5.ip,poll.PLC5.md.PLC5_J302,poll.PLC5.md.PLC5_J306,poll.PLC5.md.PLC5_J307,poll.PLC5.md.PLC5_J317,poll.PLC5.md.PLC5_PU10F,poll.PLC5.md.PLC5_PU11F,poll.PLC5.md.PLC5_PU8F,poll.PLC5.md_count,poll.PLC7.coil_count,poll.PLC7.error_count,poll.PLC7.ip,poll.PLC7.md.PLC7_T5,poll.PLC7.md_count,poll.PLC8.coil_count,poll.PLC8.error_count,poll.PLC8.ip,poll.PLC8.md.PLC8_T6,poll.PLC8.md_count,poll.PLC9.coil_count,poll.PLC9.error_count,poll.PLC9.ip,poll.PLC9.md.PLC9_T7,poll.PLC9.md_count
46,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7213613986968994,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.2639731168746948,2,poll:PLC4:PLC4_T3,4.809062480926514,3,poll:PLC4:PLC4_T4,4.481478214263916,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.4251527786254883,2,poll:PLC9:PLC9_T7,3.814969062805176,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.34173583984375,2.975684404373169,95.58726501464844,95.60597229003906,2.72629451751709,5,0,0,192.168.2.1,2.7213613986968994,1.243077039718628,4.760961055755615,4.4133172035217285,4,0,0,192.168.3.1,29.200668334960938,93.0601577758789,26.243175506591797,26.188579559326172,89.49358367919922,28.30066680908203,32.07601547241211,0.0,0.0,46.81307601928711,1.2639731168746948,102.41273498535156,12,0,0,192.168.4.1,4.809062480926514,4.481478214263916,3.359238862991333,3.69856595993042,4,0,0,192.168.5.1,22.176584243774414,85.75302124023438,22.080812454223633,77.24301147460938,28.327966690063477,0.0,34.05064392089844,7,0,0,192.168.7.1,3.4251527786254883,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,3.814969062805176,1
47,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7164974212646484,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.284781813621521,2,poll:PLC4:PLC4_T3,4.857141017913818,3,poll:PLC4:PLC4_T4,4.549584865570068,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.491011619567871,2,poll:PLC9:PLC9_T7,3.931183338165283,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.34111785888672,2.9756839275360107,95.58841705322266,95.60711669921875,2.7213613986968994,5,0,0,192.168.2.1,2.7164974212646484,1.2639731168746948,4.809062480926514,4.481478214263916,4,0,0,192.168.3.1,29.217100143432617,93.09541320800781,26.260879516601562,26.206314086914062,89.54539489746094,28.31709861755371,32.0647087097168,0.0,0.0,46.793670654296875,1.284781813621521,102.28382873535156,12,0,0,192.168.4.1,4.857141017913818,4.549584865570068,3.4251527786254883,3.814969062805176,4,0,0,192.168.5.1,22.183914184570312,85.79412841796875,22.088298797607422,77.32504272460938,28.302793502807617,0.0,34.03036117553711,7,0,0,192.168.7.1,3.491011619567871,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,3.931183338165283,1
48,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7117021083831787,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.3055037260055542,2,poll:PLC4:PLC4_T3,4.9051971435546875,3,poll:PLC4:PLC4_T4,4.617636680603027,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.5568158626556396,2,poll:PLC9:PLC9_T7,4.047208786010742,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.510536193847656,2.975832939147949,95.27141571044922,95.29003143310547,2.7164974212646484,5,0,0,192.168.2.1,2.7117021083831787,1.284781813621521,4.857141017913818,4.549584865570068,4,0,0,192.168.3.1,31.037487030029297,94.07093811035156,28.545331954956055,28.45067024230957,69.7396011352539,30.137487411499023,32.8717155456543,0.0,0.0,0.0,1.3055037260055542,90.2422866821289,12,0,0,192.168.4.1,4.9051971435546875,4.617636680603027,3.491011619567871,3.931183338165283,4,0,0,192.168.5.1,22.257396697998047,85.86315155029297,22.161863327026367,77.43724822998047,28.289714813232422,0.0,34.032997131347656,7,0,0,192.168.7.1,3.5568158626556396,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,4.047208786010742,1
49,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7113587856292725,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.3562527894973755,2,poll:PLC4:PLC4_T3,4.954887866973877,3,poll:PLC4:PLC4_T4,4.553770065307617,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.622627019882202,2,poll:PLC9:PLC9_T7,4.164306640625,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.51357650756836,2.9758358001708984,95.2657241821289,95.28433227539062,2.7117021083831787,5,0,0,192.168.2.1,2.7113587856292725,1.3055037260055542,4.9051971435546875,4.617636680603027,4,0,0,192.168.3.1,31.070093154907227,94.11406707763672,28.579442977905273,28.484813690185547,69.6757583618164,30.17009162902832,32.866085052490234,0.0,0.0,0.0,1.3562527894973755,90.01457977294922,12,0,0,192.168.4.1,4.954887866973877,4.553770065307617,3.5568158626556396,4.047208786010742,4,0,0,192.168.5.1,22.267541885375977,85.90542602539062,22.172142028808594,77.51118469238281,28.268190383911133,0.0,34.01370620727539,7,0,0,192.168.7.1,3.622627019882202,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,4.164306640625,1
50,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.711115598678589,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.406805396080017,2,poll:PLC4:PLC4_T3,5.0045671463012695,3,poll:PLC4:PLC4_T4,4.489902973175049,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.6883862018585205,2,poll:PLC9:PLC9_T7,4.2800726890563965,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.63997268676758,2.9759469032287598,95.02897644042969,95.04751586914062,2.7113587856292725,5,0,0,192.168.2.1,2.711115598678589,1.3562527894973755,4.954887866973877,4.553770065307617,4,0,0,192.168.3.1,31.156118392944336,94.60038757324219,28.66534996032715,28.57205581665039,69.89491271972656,30.256118774414062,32.61468505859375,0.0,0.0,0.0,1.406805396080017,90.2177963256836,12,0,0,192.168.4.1,5.0045671463012695,4.489902973175049,3.622627019882202,4.164306640625,4,0,0,192.168.5.1,22.318822860717773,85.70414733886719,22.223533630371094,77.61451721191406,28.250593185424805,0.0,34.1646614074707,7,0,0,192.168.7.1,3.6883862018585205,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,4.2800726890563965,1
51,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7126858234405518,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.457760214805603,2,poll:PLC4:PLC4_T3,5.055240631103516,3,poll:PLC4:PLC4_T4,4.430260181427002,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.7511961460113525,2,poll:PLC9:PLC9_T7,4.396657466888428,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.644474029541016,2.9759507179260254,95.02053833007812,95.03907775878906,2.711115598678589,5,0,0,192.168.2.1,2.7126858234405518,1.406805396080017,5.0045671463012695,4.489902973175049,4,0,0,192.168.3.1,31.18974494934082,94.64440155029297,28.700414657592773,28.60715103149414,69.83528900146484,30.289743423461914,32.609039306640625,0.0,0.0,0.0,1.457760214805603,90.00078582763672,12,0,0,192.168.4.1,5.055240631103516,4.430260181427002,3.6883862018585205,4.2800726890563965,4,0,0,192.168.5.1,22.331079483032227,85.7457275390625,22.235923767089844,77.69054412841797,28.229032516479492,0.0,34.147125244140625,7,0,0,192.168.7.1,3.7511961460113525,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,4.396657466888428,1
52,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7143495082855225,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.5085281133651733,2,poll:PLC4:PLC4_T3,5.105902194976807,3,poll:PLC4:PLC4_T4,4.370617389678955,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.8139584064483643,2,poll:PLC9:PLC9_T7,4.512130260467529,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.64906311035156,2.97595477104187,95.0119400024414,95.03047180175781,2.7126858234405518,5,0,0,192.168.2.1,2.7143495082855225,1.457760214805603,5.055240631103516,4.430260181427002,4,0,0,192.168.3.1,31.223337173461914,94.68839263916016,28.735435485839844,28.642200469970703,69.77564239501953,30.323335647583008,32.6033821105957,0.0,0.0,0.0,1.5085281133651733,89.78471374511719,12,0,0,192.168.4.1,5.105902194976807,4.370617389678955,3.7511961460113525,4.396657466888428,4,0,0,192.168.5.1,22.343961715698242,85.78754425048828,22.24895668029785,77.7738265991211,28.2051944732666,0.0,34.12980651855469,7,0,0,192.168.7.1,3.8139584064483643,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,4.512130260467529,1
53,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.716106653213501,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.5591098070144653,2,poll:PLC4:PLC4_T3,5.156552314758301,3,poll:PLC4:PLC4_T4,4.310974597930908,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.876674175262451,2,poll:PLC9:PLC9_T7,4.627424240112305,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.653724670410156,2.975958824157715,95.00320434570312,95.02173614501953,2.7143495082855225,5,0,0,192.168.2.1,2.716106653213501,1.5085281133651733,5.105902194976807,4.370617389678955,4,0,0,192.168.3.1,31.256874084472656,94.73234558105469,28.7703914642334,28.677186965942383,69.71601104736328,30.356874465942383,32.59770584106445,0.0,0.0,0.0,1.5591098070144653,89.56956481933594,12,0,0,192.168.4.1,5.156552314758301,4.310974597930908,3.8139584064483643,4.512130260467529,4,0,0,192.168.5.1,22.356943130493164,85.8293685913086,22.2620849609375,77.85698699951172,28.1814022064209,0.0,34.11252975463867,7,0,0,192.168.7.1,3.876674175262451,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,4.627424240112305,1
54,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.717957019805908,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.6095062494277954,2,poll:PLC4:PLC4_T3,5.207191467285156,3,poll:PLC4:PLC4_T4,4.2513322830200195,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.939342975616455,2,poll:PLC9:PLC9_T7,4.74254035949707,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.65845489501953,2.9759631156921387,94.99433898925781,95.01287078857422,2.716106653213501,5,0,0,192.168.2.1,2.717957019805908,1.5591098070144653,5.156552314758301,4.310974597930908,4,0,0,192.168.3.1,31.290355682373047,94.77626037597656,28.805282592773438,28.712108612060547,69.65635681152344,30.39035415649414,32.59200668334961,0.0,0.0,0.0,1.6095062494277954,89.35536193847656,12,0,0,192.168.4.1,5.207191467285156,4.2513322830200195,3.876674175262451,4.627424240112305,4,0,0,192.168.5.1,22.37002182006836,85.87120819091797,22.275312423706055,77.9400405883789,28.15764808654785,0.0,34.09529495239258,7,0,0,192.168.7.1,3.939342975616455,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,4.74254035949707,1
55,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.719899892807007,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.6597182750701904,2,poll:PLC4:PLC4_T3,5.257818698883057,3,poll:PLC4:PLC4_T4,4.191689491271973,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,4.001965522766113,2,poll:PLC9:PLC9_T7,4.857478141784668,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.663246154785156,2.9759671688079834,94.98535919189453,95.00389099121094,2.717957019805908,5,0,0,192.168.2.1,2.719899892807007,1.6095062494277954,5.207191467285156,4.2513322830200195,4,0,0,192.168.3.1,31.32377815246582,94.82015228271484,28.840106964111328,28.746963500976562,69.59671783447266,30.423778533935547,32.58628845214844,0.0,0.0,0.0,1.6597182750701904,89.14207458496094,12,0,0,192.168.4.1,5.257818698883057,4.191689491271973,3.939342975616455,4.74254035949707,4,0,0,192.168.5.1,22.383197784423828,85.91305541992188,22.28863525390625,78.02301025390625,28.133930206298828,0.0,34.07809829711914,7,0,0,192.168.7.1,4.001965522766113,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,4.857478141784668,1
56,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7219347953796387,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.7097465991973877,2,poll:PLC4:PLC4_T3,5.30843448638916,3,poll:PLC4:PLC4_T4,4.132046699523926,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,4.064541339874268,2,poll:PLC9:PLC9_T7,4.972238063812256,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,36.31153106689453,2.976534843444824,93.76753234863281,93.78569793701172,2.719899892807007,5,0,0,192.168.2.1,2.7219347953796387,1.6597182750701904,5.257818698883057,4.191689491271973,4,0,0,192.168.3.1,31.771381378173828,95.0261001586914,29.254873275756836,29.16103172302246,69.53707122802734,30.871379852294922,32.71780014038086,0.0,0.0,0.0,1.7097465991973877,94.03115844726562,12,0,0,192.168.4.1,5.30843448638916,4.132046699523926,4.001965522766113,4.857478141784668,4,0,0,192.168.5.1,31.324661254882812,65.16426086425781,31.324661254882812,61.61220169067383,0.0,0.0,0.0,7,0,0,192.168.7.1,4.064541339874268,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,4.972238063812256,1
57,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7453694343566895,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.7639834880828857,2,poll:PLC4:PLC4_T3,5.359316349029541,3,poll:PLC4:PLC4_T4,4.072403907775879,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,4.035042762756348,2,poll:PLC9:PLC9_T7,4.898057460784912,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,36.685020446777344,2.9768600463867188,93.06333923339844,93.08130645751953,2.7219347953796387,5,0,0,192.168.2.1,2.7453694343566895,1.7097465991973877,5.30843448638916,4.132046699523926,4,0,0,192.168.3.1,33.713008880615234,76.8768539428711,31.352632522583008,31.352632522583008,69.47743225097656,32.813011169433594,0.0,0.0,0.0,0.0,1.7639834880828857,82.8166275024414,12,0,0,192.168.4.1,5.359316349029541,4.072403907775879,4.064541339874268,4.972238063812256,4,0,0,192.168.5.1,31.703853607177734,65.134765625,31.703853607177734,61.5531120300293,0.0,0.0,0.0,7,0,0,192.168.7.1,4.035042762756348,1,0,0,192.168.8.1,5.484829425811768,1,0,0,192.168.9.1,4.898057460784912,1
58,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.772627353668213,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.8372416496276855,2,poll:PLC4:PLC4_T3,5.343905925750732,3,poll:PLC4:PLC4_T4,4.012761116027832,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,4.005544662475586,2,poll:PLC9:PLC9_T7,4.824168682098389,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,36.70581817626953,2.9768781661987305,93.0240707397461,93.04203033447266,2.7453694343566895,5,0,0,192.168.2.1,2.772627353668213,1.7639834880828857,5.359316349029541,4.072403907775879,4,0,0,192.168.3.1,33.76680374145508,76.86144256591797,31.407508850097656,31.407508850097656,69.41779327392578,32.86680221557617,0.0,0.0,0.0,0.0,1.8372416496276855,82.63748168945312,12,0,0,192.168.4.1,5.343905925750732,4.012761116027832,4.035042762756348,4.898057460784912,4,0,0,192.168.5.1,31.73499298095703,65.10526275634766,31.73499298095703,61.48751449584961,0.0,0.0,0.0,7,0,0,192.168.7.1,4.005544662475586,1,0,0,192.168.8.1,5.4694437980651855,1,0,0,192.168.9.1,4.824168682098389,1
59,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.799924373626709,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.910341501235962,2,poll:PLC4:PLC4_T3,5.328495025634766,3,poll:PLC4:PLC4_T4,3.9531185626983643,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.976046323776245,2,poll:PLC9:PLC9_T7,4.74942684173584,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,36.72663116455078,2.976896286010742,92.9847640991211,93.0027084350586,2.772627353668213,5,0,0,192.168.2.1,2.799924373626709,1.8372416496276855,5.343905925750732,4.012761116027832,4,0,0,192.168.3.1,33.820526123046875,76.84603118896484,31.462310791015625,31.462310791015625,69.35816192626953,32.92052459716797,0.0,0.0,0.0,0.0,1.910341501235962,82.45867156982422,12,0,0,192.168.4.1,5.328495025634766,3.9531185626983643,4.005544662475586,4.824168682098389,4,0,0,192.168.5.1,31.76616096496582,65.07576751708984,31.76616096496582,61.42804718017578,0.0,0.0,0.0,7,0,0,192.168.7.1,3.976046323776245,1,0,0,192.168.8.1,5.453801155090332,1,0,0,192.168.9.1,4.74942684173584,1
60,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.8272604942321777,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.9832830429077148,2,poll:PLC4:PLC4_T3,5.313084125518799,3,poll:PLC4:PLC4_T4,3.8934762477874756,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.9465479850769043,2,poll:PLC9:PLC9_T7,4.674983024597168,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,36.747459411621094,2.976914405822754,92.94542694091797,92.96336364746094,2.799924373626709,5,0,0,192.168.2.1,2.8272604942321777,1.910341501235962,5.328495025634766,3.9531185626983643,4,0,0,192.168.3.1,33.874176025390625,76.83062744140625,31.51703453063965,31.51703453063965,69.29851531982422,32.97417449951172,0.0,0.0,0.0,0.0,1.9832830429077148,82.28031158447266,12,0,0,192.168.4.1,5.313084125518799,3.8934762477874756,3.976046323776245,4.74942684173584,4,0,0,192.168.5.1,31.797353744506836,65.04627227783203,31.797353744506836,61.36857223510742,0.0,0.0,0.0,7,0,0,192.168.7.1,3.9465479850769043,1,0,0,192.168.8.1,5.437939643859863,1,0,0,192.168.9.1,4.674983024597168,1
61,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.85463547706604,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,2.0560669898986816,2,poll:PLC4:PLC4_T3,5.29767370223999,3,poll:PLC4:PLC4_T4,3.833833694458008,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.9170496463775635,2,poll:PLC9:PLC9_T7,4.600832462310791,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,36.7682991027832,2.9769325256347656,92.90605926513672,92.92398834228516,2.8272604942321777,5,0,0,192.168.2.1,2.85463547706604,1.9832830429077148,5.313084125518799,3.8934762477874756,4,0,0,192.168.3.1,33.92775344848633,76.81521606445312,31.571680068969727,31.571680068969727,69.23886108398438,33.02775192260742,0.0,0.0,0.0,0.0,2.0560669898986816,82.10240936279297,12,0,0,192.168.4.1,5.29767370223999,3.833833694458008,3.9465479850769043,4.674983024597168,4,0,0,192.168.5.1,31.828571319580078,65.01676940917969,31.828571319580078,61.309043884277344,0.0,0.0,0.0,7,0,0,192.168.7.1,3.9170496463775635,1,0,0,192.168.8.1,5.421863079071045,1,0,0,192.168.9.1,4.600832462310791,1
62,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.882049083709717,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,2.1286933422088623,2,poll:PLC4:PLC4_T3,5.282262802124023,3,poll:PLC4:PLC4_T4,3.774190902709961,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.8875513076782227,2,poll:PLC9:PLC9_T7,4.526969909667969,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,36.6956672668457,2.9768693447113037,93.0432357788086,93.06120300292969,2.85463547706604,5,0,0,192.168.2.1,2.882049083709717,2.0560669898986816,5.29767370223999,3.833833694458008,4,0,0,192.168.3.1,33.929805755615234,76.50579071044922,31.577659606933594,31.577659606933594,69.2114486694336,33.02980422973633,0.0,0.0,0.0,0.0,2.1286933422088623,81.4457015991211,12,0,0,192.168.4.1,5.282262802124023,3.774190902709961,3.9170496463775635,4.600832462310791,4,0,0,192.168.5.1,31.78968620300293,64.95531463623047,31.78968620300293,61.1793212890625,0.0,0.0,0.0,7,0,0,192.168.7.1,3.8875513076782227,1,0,0,192.168.8.1,5.405574321746826,1,0,0,192.168.9.1,4.526969909667969,1
63,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.908785343170166,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,2.2007389068603516,2,poll:PLC4:PLC4_T3,5.265161514282227,3,poll:PLC4:PLC4_T4,3.71504545211792,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.8573336601257324,2,poll:PLC9:PLC9_T7,4.4521050453186035,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,36.71613693237305,2.9768872261047363,93.00457763671875,93.02252960205078,2.882049083709717,5,0,0,192.168.2.1,2.908785343170166,2.1286933422088623,5.282262802124023,3.774190902709961,4,0,0,192.168.3.1,33.98271942138672,76.48869323730469,31.631635665893555,31.631635665893555,69.15229797363281,33.08271789550781,0.0,0.0,0.0,0.0,2.2007389068603516,81.26709747314453,12,0,0,192.168.4.1,5.265161514282227,3.71504545211792,3.8875513076782227,4.526969909667969,4,0,0,192.168.5.1,31.82026481628418,64.92509460449219,31.82026481628418,61.11215591430664,0.0,0.0,0.0,7,0,0,192.168.7.1,3.8573336601257324,1,0,0,192.168.8.1,5.3886919021606445,1,0,0,192.168.9.1,4.4521050453186035,1
